0.000000000000000000e+00,-8.901179185171080865e-01,-1.485100660521974980e+00,-2.196322330709664428e+00,-2.604380309825938600e+00,-8.901179185171080865e-01,0.000000000000000000e+00,1.000000000000000000e+00
2.000000000000000042e-03,-8.901179185171080865e-01,-1.485100660521974980e+00,-2.196322330709664428e+00,-2.604380309825938600e+00,-8.901179185171080865e-01,0.000000000000000000e+00,1.000000000000000000e+00
4.000000000000000083e-03,-8.901166107983102815e-01,-1.485101749089530854e+00,-2.196314795229890038e+00,-2.604386759510530336e+00,-8.901166108027918078e-01,4.405344768836089835e-09,1.000000000000000000e+00
6.000000000000000125e-03,-8.901139953671388660e-01,-1.485103926358336102e+00,-2.196299724210166726e+00,-2.604399658806202389e+00,-8.901139953805833338e-01,1.321603132577900015e-08,1.000000000000000000e+00
8.000000000000000167e-03,-8.901100722390155040e-01,-1.485107192649239627e+00,-2.196277117506082011e+00,-2.604419007536536768e+00,-8.901100722659043285e-01,2.643205437025119590e-08,1.000000000000000000e+00
1.000000000000000021e-02,-8.901048414370825723e-01,-1.485111548443437179e+00,-2.196246974901010063e+00,-2.604444805436997079e+00,-8.901048414818972798e-01,4.405341058277400279e-08,1.000000000000000000e+00
1.200000000000000025e-02,-8.900983029922101553e-01,-1.485116994382403854e+00,-2.196209296106130804e+00,-2.604477052154977379e+00,-8.900983030594322720e-01,6.608009860075437725e-08,1.000000000000000000e+00
1.400000000000000029e-02,-8.900904569430068136e-01,-1.485123531267763530e+00,-2.196164080760375725e+00,-2.604515747249985136e+00,-8.900904570371177549e-01,9.251211898193025577e-08,1.000000000000000000e+00
1.600000000000000033e-02,-8.900813033358316861e-01,-1.485131160061184508e+00,-2.196111328430434551e+00,-2.604560890193739819e+00,-8.900813034613128671e-01,1.233494741618830580e-07,1.000000000000000000e+00
1.800000000000000211e-02,-8.900708422248065910e-01,-1.485139881884213864e+00,-2.196051038610699280e+00,-2.604612480370394501e+00,-8.900708423861395380e-01,1.585921684125709507e-07,1.000000000000000000e+00
